# Los nombres reales de los mensajes, sacados de global-metadata.dat de 3.6.10.10.
#
# El ofuscador renombra las clases a tres letras pero deja estas cadenas en el fichero, en la
# region fieldAndParameterDefaultValueData. Estan huerfanas: NADIE las referencia (comprobado
# contra las tablas de valores por defecto: 3 coincidencias de 2.687, o sea ruido). Asi que no
# se puede saber por el cliente cual va con cual.
#
# Sirven igual: son la lista CERRADA de nombres validos de esta version. Bautizar un opcode deja
# de ser inventar y pasa a ser elegir de una lista de 513.
#
# nombre_corto\tnombre_completo
RefreshMonsterBoostsEvent	Com.Ankama.Dofus.Server.Game.Protocol.Context.RefreshMonsterBoostsEvent
ShowCellRequest	Com.Ankama.Dofus.Server.Game.Protocol.Context.ShowCellRequest
CharacterAppearancesRequest	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CharacterAppearancesRequest
CharacterAppearancesResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CharacterAppearancesResponse
CharacterFillSlotColorsResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CharacterFillSlotColorsResponse
CharacterUpdateColorsRequest	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CharacterUpdateColorsRequest
CharacterUpdatedGenderEvent	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CharacterUpdatedGenderEvent
CosmeticInventoriesLoadedEvent	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CosmeticInventoriesLoadedEvent
CosmeticInventoryPopObjectsResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.CosmeticInventoryPopObjectsResponse
Outfit	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.Outfit
OutfitDraftResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitDraftResponse
OutfitEquipAuraRequest	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitEquipAuraRequest
OutfitEquipFaceResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitEquipFaceResponse
OutfitEquipObjectResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitEquipObjectResponse
OutfitEquipRequest	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitEquipRequest
OutfitEquipResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitEquipResponse
OutfitInvisibilityActivationRequest	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitInvisibilityActivationRequest
OutfitInvisibilityActivationResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitInvisibilityActivationResponse
OutfitRemoveRequest	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitRemoveRequest
